trial,step,loss,gradient_norm
mlp_main_only_seed17_fold0,1,0.7003644704818726,0.18251380324363708
mlp_main_only_seed17_fold0,100,0.48002302646636963,0.48036685585975647
mlp_main_only_seed17_fold0,200,0.3054657578468323,0.4310328960418701
mlp_main_only_seed17_fold0,300,0.12457064539194107,0.6085301637649536
mlp_main_only_seed17_fold0,400,0.16084913909435272,0.8414270281791687
mlp_main_only_seed17_fold0,500,0.06982491910457611,0.41881316900253296
mlp_main_only_seed17_fold0,600,0.024491773918271065,0.24625873565673828
mlp_main_only_seed17_fold0,700,0.027340933680534363,0.3535962402820587
mlp_main_only_seed17_fold0,800,0.03594774752855301,0.39799764752388
mlp_main_only_seed17_fold0,900,0.04596976563334465,0.54737788438797
mlp_main_only_seed17_fold0,1000,0.028111128136515617,0.48439162969589233
mlp_main_only_seed17_fold1,1,0.7264232039451599,0.3188701272010803
mlp_main_only_seed17_fold1,100,0.16823916137218475,0.2800911068916321
mlp_main_only_seed17_fold1,200,0.03818788379430771,0.14499449729919434
mlp_main_only_seed17_fold1,300,0.004483274649828672,0.035323139280080795
mlp_main_only_seed17_fold1,400,0.0027739698998630047,0.022248493507504463
mlp_main_only_seed17_fold1,500,0.0010392091935500503,0.010523833334445953
mlp_main_only_seed17_fold1,600,0.0006711195455864072,0.006621093954890966
mlp_main_only_seed17_fold1,700,0.0004765074991155416,0.005489622708410025
mlp_main_only_seed17_fold1,800,0.00047765171620994806,0.005119045730680227
mlp_main_only_seed17_fold1,900,0.00022181469830684364,0.002884486224502325
mlp_main_only_seed17_fold1,1000,0.00022543847444467247,0.0022740804124623537
mlp_main_only_seed29_fold0,1,0.6942097544670105,0.13573256134986877
mlp_main_only_seed29_fold0,100,0.46252062916755676,0.26626768708229065
mlp_main_only_seed29_fold0,200,0.2691177725791931,0.38654837012290955
mlp_main_only_seed29_fold0,300,0.13713590800762177,0.44419121742248535
mlp_main_only_seed29_fold0,400,0.07823088765144348,0.3114042282104492
mlp_main_only_seed29_fold0,500,0.043577734380960464,0.3947003483772278
mlp_main_only_seed29_fold0,600,0.024960588663816452,0.49276620149612427
mlp_main_only_seed29_fold0,700,0.05195721611380577,0.6521155834197998
mlp_main_only_seed29_fold0,800,0.010820192284882069,0.27119138836860657
mlp_main_only_seed29_fold0,900,0.020483041182160378,0.4653826951980591
mlp_main_only_seed29_fold0,1000,0.04068158566951752,0.7796486020088196
mlp_main_only_seed29_fold1,1,0.7019708156585693,0.2904394268989563
mlp_main_only_seed29_fold1,100,0.20769983530044556,0.3017410635948181
mlp_main_only_seed29_fold1,200,0.030052056536078453,0.16263404488563538
mlp_main_only_seed29_fold1,300,0.0052131470292806625,0.04234766587615013
mlp_main_only_seed29_fold1,400,0.0017636799020692706,0.014948963187634945
mlp_main_only_seed29_fold1,500,0.0008280103793367743,0.007970890961587429
mlp_main_only_seed29_fold1,600,0.000804747105576098,0.007739802822470665
mlp_main_only_seed29_fold1,700,0.0005148901836946607,0.0049013360403478146
mlp_main_only_seed29_fold1,800,0.00027851283084601164,0.002978624776005745
mlp_main_only_seed29_fold1,900,0.0003990636905655265,0.003842246485874057
mlp_main_only_seed29_fold1,1000,0.00022708851611241698,0.0026302568148821592
mlp_main_only_seed43_fold0,1,0.6897919774055481,0.1031857281923294
mlp_main_only_seed43_fold0,100,0.5065636038780212,0.33756157755851746
mlp_main_only_seed43_fold0,200,0.3606413006782532,0.48896524310112
mlp_main_only_seed43_fold0,300,0.23459972441196442,0.6972888112068176
mlp_main_only_seed43_fold0,400,0.09277547150850296,0.5564954280853271
mlp_main_only_seed43_fold0,500,0.10234487056732178,0.5594010949134827
mlp_main_only_seed43_fold0,600,0.03780782222747803,0.34052616357803345
mlp_main_only_seed43_fold0,700,0.05358128994703293,0.46930262446403503
mlp_main_only_seed43_fold0,800,0.04236026853322983,0.8594346642494202
mlp_main_only_seed43_fold0,900,0.146758034825325,1.3272463083267212
mlp_main_only_seed43_fold0,1000,0.044786009937524796,0.7204920053482056
mlp_main_only_seed43_fold1,1,0.6601860523223877,0.27545469999313354
mlp_main_only_seed43_fold1,100,0.22840210795402527,0.3127327263355255
mlp_main_only_seed43_fold1,200,0.019462529569864273,0.10261735320091248
mlp_main_only_seed43_fold1,300,0.005824592895805836,0.04139000177383423
mlp_main_only_seed43_fold1,400,0.0024740849621593952,0.01815655454993248
mlp_main_only_seed43_fold1,500,0.0011765435338020325,0.010167896747589111
mlp_main_only_seed43_fold1,600,0.00029578962130472064,0.003137222258374095
mlp_main_only_seed43_fold1,700,0.0004964271793141961,0.006450863089412451
mlp_main_only_seed43_fold1,800,0.00039523717714473605,0.003750150091946125
mlp_main_only_seed43_fold1,900,0.0003090182435698807,0.002993315225467086
mlp_main_only_seed43_fold1,1000,0.00019273972429800779,0.0020402572117745876
mlp_source_only_seed17_fold-1,1,0.6909528970718384,0.0956445187330246
mlp_source_only_seed17_fold-1,100,0.688058078289032,0.09450335055589676
mlp_source_only_seed17_fold-1,200,0.7049091458320618,0.16382484138011932
mlp_source_only_seed17_fold-1,300,0.6914501190185547,0.1679685115814209
mlp_source_only_seed17_fold-1,400,0.7113829851150513,0.2332700490951538
mlp_source_only_seed17_fold-1,500,0.647183895111084,0.2586369216442108
mlp_source_only_seed17_fold-1,600,0.6996458172798157,0.28540492057800293
mlp_source_only_seed17_fold-1,700,0.6021037697792053,0.3115537464618683
mlp_source_only_seed17_fold-1,800,0.7030106782913208,0.358722060918808
